,Platform,Game,Team,Entry
5282,Youtube,Tottenham vs. Liverpool September 30,Liverpool,This match was the best display of the level of football that pro players play week in and week out. Don't give up yet .
5283,Youtube,Tottenham vs. Liverpool September 30,Liverpool,It was a great clutch from Matip in the last moments of the game. This made Liverpool go to 4th position. Truly the G.O.A.T
5284,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Ada apa dengan VAR?
5285,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Красная 100% в первом эпизоде и во втором тоже. Единственное судья ошибся при отмене гола Диаса. Сказать , что Ливерпуль засудили нельзя"
5286,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Robbed by the ref....9 against 12...but the real winner are still the REDS
5287,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Siuuuuuuuuuuuuu
5288,Youtube,Tottenham vs. Liverpool September 30,Liverpool,BOTAK BIADAB 🤬
5289,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Tragic. As a Reds fan I can be objective enough to say the red cards were fair ( ish in Jones' case ) , but Diaz's goal was clearly onside. I really hope that result doesn't mean Liverpool are a point short in the title race:("
5290,Youtube,Tottenham vs. Liverpool September 30,Liverpool,liverpool were robbed
5291,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Shame On VAR Shame On VAR , Diaz Fantastic Goal Was Ruled Out, A Very Bad Day Of Football"
5292,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Ynwa ❤
5293,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Hakuna shida next game ya Brighton we will win
5294,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Allison
5295,Youtube,Tottenham vs. Liverpool September 30,Liverpool,I now see. EPL's referees now do business. 👀
5296,Youtube,Tottenham vs. Liverpool September 30,Liverpool,У Тоттенхэма теперь спонсор Газпром что ли? xD
5297,Youtube,Tottenham vs. Liverpool September 30,Liverpool,*VAR officials taken off duty after Luis Diaz offside error*
5298,Youtube,Tottenham vs. Liverpool September 30,Liverpool,There is a deal behind the scene
5299,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"As a Spurd fan, gotta give a lot of respect to Liverpool for holding on to the game. VAR is a shambles as well"
5300,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Referee is bloody hell disgrace
5301,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"This malicious referee dedicated this match to City. If I were in the place of the Liverpool fans, I would have objected to any match that this crazy referee would referee."
5302,Youtube,Tottenham vs. Liverpool September 30,Liverpool,First yellow card for Jota is just hilarious well done ref !
5303,Youtube,Tottenham vs. Liverpool September 30,Liverpool,To give that first yellow to jota is disgusting
5304,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Liverpool was robbed of a clear win 😢😢 VAR is not working in EPL
5305,Youtube,Tottenham vs. Liverpool September 30,Liverpool,zzzzzzzzzzzzzzzzz great win for tottenam so bad manner of liverpool
5306,Youtube,Tottenham vs. Liverpool September 30,Liverpool,❤
5307,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Getting reduced to 10 men and scoring first few minutes after ( talking about the valid salah-diaz goal ) , that's my Liverpool ! 🔥  And even without that goal, we were so close to get a point down to 9 men against a very good team. That was sensational and Salah is hitting peak form right now.  We often hear the overused expression "" he let the team down"" but this is indeniably what Diogo Jota did, it was so dumb and careless from him ."
5308,Youtube,Tottenham vs. Liverpool September 30,Liverpool,*Anti Mainstream*
5309,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Why this goal was offside???
5310,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Morinho not able Conte gives up, and  Ange got England"
5311,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Fucking refrees Rigged match 😡
5312,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Gila
5313,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Very unfair
5314,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Respect and love this team! Anyway, English VAR is The Best!! 😅"
5315,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Referee has robbed the game
5316,Youtube,Tottenham vs. Liverpool September 30,Liverpool,F...king Hooper he should be banned from his post he carried Spurs all the way with 9 men down till Liverpool concede an own goal it's a shambles Hoooper was robbed Anyway Liverpool would always be bigger than spurs the revenge awaits at Anfield
5317,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"liverpool has been robbed, must be investigated,,"
5318,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"please, scout...........sonny!!!"
5319,Youtube,Tottenham vs. Liverpool September 30,Liverpool,1:28 unbelievable save
5320,Youtube,Tottenham vs. Liverpool September 30,Liverpool,good work from totenham
5321,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Game plan and game management is always an issue at Liverpool when they play big clubs
5322,Youtube,Tottenham vs. Liverpool September 30,Liverpool,I'll forever love my club Liverpool u see my channel name too i don't joke Tottenham can never top Liverpool this season
5323,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Kind of a neutral epl watcher here the refereeing was shocking and that Diaz goal was onside to me. Liverpool deserved better than to come out from this with no points. If this happened to Milan I would lose my head
5324,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Proud of our team ❤
5325,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Barring the offside Liverpool are not quite there yet, discipline is shocking, moan about the reds but the 1st one is a red in today's climate & Jota is a disgrace doing that with 10 men already on the field.  Matip has faltered at the end of nearly every game he's played this season hence replaced by Konsah near the end in 2 games, fatigue set in hence the own goal, yes we played honorably but there's an issue with discipline & no CB in the summer means we short in that area. We move on but Klopp must address the constant red card issues & get into players heads not to recklessly tackle once already on a booking!"
5326,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Proud of this team
5327,Youtube,Tottenham vs. Liverpool September 30,Liverpool,The worst part about the offside decision is that Klopp complaining about it publicly would get him fined. Whatever it took to keep him calm...
5328,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Spurs fan here.  The game should've ended in a tie.  I don't think the ref did that much wrong.  The first red card, could go either way on the call, but the only reason people are saying a yellow is ok is because Bissouma didn't get hurt.  The first yellow on Jota was light, but it was a cumulative call from his two previous infractions that could have resulted in yellow.  Jota's second yellow was a yellow period, he should have been more careful knowing he already had one.  Liverpool with 5 in the back with all their midfielders dropping back were disciplined, leaving very little space to exploit.  The own goal is unfortunate, but we had a player waiting to hit it in the net if you watch the replay even if he misses the ball.  Also, we have had our share of our goals and terrible calls so far this season.  Anyway, Liverpool played well and it should have ended in a tie, with Diaz's goal being onside.  Klopp handled things well."
5329,Youtube,Tottenham vs. Liverpool September 30,Liverpool,how to win if we against 12 man?
5330,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Wasitnya lol
5331,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"I can absolutely say that this game will become a memory, because how well we played, how we got robbed by VAR and how long the game went on. truly a heartbreak that Matip fails to clear it in the last minute but i am so proud of them. This is the club i love and DAMN are they fighters"
5332,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Downfall of liverfall
5333,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"That VAR mistake for not allowing the goal by Diaz was the first dagger before the second redcard. However, the lads were very formidable despite the wounds inflicted"
5334,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Liverpool will win the League
5335,Youtube,Tottenham vs. Liverpool September 30,Liverpool,YNWA ❤
5336,Youtube,Tottenham vs. Liverpool September 30,Liverpool,🤣
5337,Youtube,Tottenham vs. Liverpool September 30,Liverpool,There must be a reaction against such a bad referee. We are overwhelmed.
5338,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"As an LFC fan, we never forget.......welcome to Anfield next time we meet. Mentality monsters are back!"
5339,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Matip is a master of discipline. Thanks to all the Liverpool team for a very committed show.
5340,Youtube,Tottenham vs. Liverpool September 30,Liverpool,VAR has caused more damages than goods!
5341,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Football was better when there was no VAR!!
5342,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Spurs is celebrating like they won the league. They didn’t and won’t but these points might cost us the title at the end
5343,Youtube,Tottenham vs. Liverpool September 30,Liverpool,The referee should not be allowed to referee another premier league game again.
5344,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Robbery
5345,Youtube,Tottenham vs. Liverpool September 30,Liverpool,♥️♥️
5346,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Diaz goal 😢😢😢not offside
5347,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Sonny best  bro
5348,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Super ali, big heart, nice to see how he hug matip"
5349,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Come on this is the Liverpool page speak out on this match fixing, getting players injured in a match where we playing not just spurs but the whole officiating and also why is the highlight an own goal and not the off side decision that was disallowed can get the spurs team missing points like this but my own team come on if the club that it’s happened to doesn’t address it then I don’t know anymore"
5350,Youtube,Tottenham vs. Liverpool September 30,Liverpool,What a finish that was from Diaz
5351,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Ugly game
5352,Youtube,Tottenham vs. Liverpool September 30,Liverpool,The British football committee‘s standards are sparrow.😂😂😂
5353,Youtube,Tottenham vs. Liverpool September 30,Liverpool,As an Arsenal fan you guys were so robbed yesterday. It’s sad what this game is coming to
5354,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"""REFERING""  in England and the kind of IMPUNITY in which they get away with worries not only me but genuine football  fanatics...It is DISGUSTING for lack of a sugar coated word"
5355,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Ketemu lagi kita bantai
5356,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Kami bangga atas perjuangan hari ini. Butuh 90+6, 2 kartu merah, dan bantuan VAR-wasit untuk mengalahkan Liverpool . YNWA"
5357,Youtube,Tottenham vs. Liverpool September 30,Liverpool,You will never walk alone ❤❤
5358,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"I couldn't be more proud of this team. To play the way did, 10, then 9 against 11 and the referee and VAR, Liverpool is the best team in England right now."
5359,Youtube,Tottenham vs. Liverpool September 30,Liverpool,We got robbed kops.. rotten ref !!
5360,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Liverpool forever....they gave it all 🔴
5361,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Officials obviously don't want Liverpool to do well this year, even though it's the only team that challenge plastic Man City... 😞"
